Adresse;Bezirk;WBezArt;Wahlbezirk;AghWkr;StimmArt;OstWest;WberIns;Waehler;Waehlerp;Gueltig;Gueltigp;Unguelt;Ungueltp;P01;P01p;P02;P02p;P03;P03p;P04;P04p;P05;P05p;P06;P06p;P07;P07p;P08;P08p;P09;P09p;P10;P10p;P11;P11p;P12;P12p;P13;P13p;P14;P14p;P15;P15p;P16;P16p;P17;P17p;P18;P18p;P19;P19p;P20;P20p;P21;P21p;P22;P22p;P23;P23p;P24;P24p;P25;P25p;P26;P26p;P27;P27p;P28;P28p;P29;P29p;P30;P30p;P31;P31p;P32;P32p;P33;P33p;P34;P34p;P35;P35p;P36;P36p;P37;P37p;P38;P38p;P39;P39p;P40;P40p;P41;P41p;P42;P42p
01B1A;01;B;1A;01;2;O;0;1049;0,0;1047;99,8;2;0,2;282;26,9;242;23,1;238;22,7;118;11,3;44;4,2;10;1,0;13;1,2;0;0,0;0;0,0;2;0,2;1;0,1;0;0,0;5;0,5;0;0,0;0;0,0;0;0,0;2;0,2;6;0,6;0;0,0;4;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;80;7,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B1B;01;B;1B;01;2;W;0;793;0,0;779;98,2;14;1,8;256;32,9;220;28,2;141;18,1;50;6,4;8;1,0;11;1,4;18;2,3;0;0,0;1;0,1;1;0,1;0;0,0;0;0,0;1;0,1;0;0,0;4;0,5;0;0,0;17;2,2;4;0,5;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;46;5,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B1C;01;B;1C;01;2;O;0;1061;0,0;1053;99,2;8;0,8;267;25,4;166;15,8;395;37,5;75;7,1;31;2,9;2;0,2;4;0,4;0;0,0;1;0,1;2;0,2;0;0,0;0;0,0;9;0,9;0;0,0;1;0,1;0;0,0;4;0,4;5;0,5;0;0,0;5;0,5;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;85;8,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B1D;01;B;1D;01;2;O;0;985;0,0;980;99,5;5;0,5;244;24,9;154;15,7;368;37,6;83;8,5;38;3,9;1;0,1;7;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;9;0,9;0;0,0;1;0,1;0;0,0;3;0,3;12;1,2;2;0,2;1;0,1;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;56;5,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B1E;01;B;1E;01;2;O;0;1047;0,0;1043;99,6;4;0,4;265;25,4;215;20,6;337;32,3;91;8,7;35;3,4;7;0,7;6;0,6;0;0,0;0;0,0;2;0,2;1;0,1;0;0,0;6;0,6;0;0,0;0;0,0;0;0,0;5;0,5;6;0,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;66;6,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B1F;01;B;1F;01;2;O;0;732;0,0;729;99,6;3;0,4;155;21,3;139;19,1;240;32,9;87;11,9;22;3,0;2;0,3;11;1,5;0;0,0;4;0,5;3;0,4;1;0,1;0;0,0;9;1,2;0;0,0;1;0,1;0;0,0;5;0,7;6;0,8;0;0,0;5;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;39;5,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B2A;01;B;2A;02;2;O;0;1217;0,0;1211;99,5;6;0,5;327;27,0;198;16,4;334;27,6;213;17,6;21;1,7;8;0,7;10;0,8;0;0,0;2;0,2;0;0,0;1;0,1;0;0,0;13;1,1;0;0,0;0;0,0;0;0,0;4;0,3;5;0,4;0;0,0;6;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;69;5,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B2B;01;B;2B;02;2;O;0;1441;0,0;1424;98,8;17;1,2;397;27,9;327;23,0;178;12,5;369;25,9;38;2,7;12;0,8;5;0,4;0;0,0;3;0,2;3;0,2;0;0,0;0;0,0;6;0,4;0;0,0;2;0,1;0;0,0;11;0,8;16;1,1;0;0,0;3;0,2;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;53;3,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B2C;01;B;2C;02;2;O;0;1415;0,0;1401;99,0;14;1,0;371;26,5;175;12,5;173;12,3;535;38,2;29;2,1;16;1,1;9;0,6;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;8;0,6;0;0,0;2;0,1;0;0,0;13;0,9;6;0,4;1;0,1;14;1,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;47;3,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B2D;01;B;2D;02;2;O;0;1098;0,0;1082;98,5;16;1,5;334;30,9;158;14,6;159;14,7;321;29,7;12;1,1;6;0,6;14;1,3;0;0,0;5;0,5;2;0,2;1;0,1;0;0,0;4;0,4;0;0,0;1;0,1;0;0,0;11;1,0;4;0,4;2;0,2;8;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;40;3,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B2E;01;B;2E;02;2;O;0;1320;0,0;1314;99,5;6;0,5;396;30,1;159;12,1;91;6,9;534;40,6;12;0,9;14;1,1;10;0,8;0;0,0;2;0,2;0;0,0;1;0,1;0;0,0;3;0,2;0;0,0;6;0,5;0;0,0;16;1,2;21;1,6;1;0,1;8;0,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;39;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B3A;01;B;3A;03;2;W;0;891;0,0;885;99,3;6;0,7;220;24,9;248;28,0;221;25,0;68;7,7;15;1,7;11;1,2;6;0,7;0;0,0;1;0,1;0;0,0;1;0,1;0;0,0;6;0,7;0;0,0;2;0,2;0;0,0;12;1,4;10;1,1;0;0,0;4;0,5;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;57;6,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B3B;01;B;3B;03;2;W;0;1028;0,0;1015;98,7;13;1,3;280;27,6;259;25,5;265;26,1;52;5,1;30;3,0;3;0,3;9;0,9;0;0,0;3;0,3;3;0,3;0;0,0;0;0,0;11;1,1;0;0,0;3;0,3;0;0,0;11;1,1;14;1,4;2;0,2;3;0,3;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;65;6,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B3C;01;B;3C;03;2;W;0;1020;0,0;1008;98,8;12;1,2;248;24,6;326;32,3;248;24,6;51;5,1;27;2,7;7;0,7;15;1,5;0;0,0;0;0,0;2;0,2;0;0,0;0;0,0;7;0,7;0;0,0;1;0,1;0;0,0;24;2,4;7;0,7;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;44;4,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B3D;01;B;3D;03;2;W;0;1160;0,0;1147;98,9;13;1,1;296;25,8;261;22,8;370;32,3;67;5,8;34;3,0;9;0,8;14;1,2;0;0,0;3;0,3;2;0,2;1;0,1;0;0,0;7;0,6;0;0,0;0;0,0;0;0,0;10;0,9;6;0,5;1;0,1;4;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;62;5,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B3E;01;B;3E;03;2;W;0;654;0,0;638;97,6;16;2,4;201;31,5;111;17,4;213;33,4;27;4,2;4;0,6;4;0,6;5;0,8;0;0,0;1;0,2;2;0,3;2;0,3;0;0,0;10;1,6;0;0,0;1;0,2;0;0,0;7;1,1;4;0,6;0;0,0;2;0,3;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;43;6,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B3F;01;B;3F;03;2;W;0;999;0,0;991;99,2;8;0,8;273;27,5;223;22,5;325;32,8;58;5,9;13;1,3;6;0,6;9;0,9;0;0,0;1;0,1;3;0,3;0;0,0;0;0,0;6;0,6;0;0,0;0;0,0;0;0,0;10;1,0;7;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;57;5,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B4A;01;B;4A;04;2;W;0;711;0,0;703;98,9;8;1,1;186;26,5;135;19,2;212;30,2;43;6,1;15;2,1;8;1,1;8;1,1;0;0,0;1;0,1;3;0,4;2;0,3;0;0,0;7;1,0;0;0,0;1;0,1;0;0,0;18;2,6;4;0,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;59;8,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B4B;01;B;4B;04;2;W;0;642;0,0;637;99,2;5;0,8;171;26,8;110;17,3;217;34,1;37;5,8;15;2,4;2;0,3;10;1,6;0;0,0;1;0,2;0;0,0;2;0,3;0;0,0;5;0,8;0;0,0;5;0,8;0;0,0;3;0,5;3;0,5;2;0,3;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;52;8,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B4C;01;B;4C;04;2;W;0;888;0,0;881;99,2;7;0,8;255;28,9;151;17,1;300;34,1;45;5,1;9;1,0;6;0,7;19;2,2;0;0,0;1;0,1;1;0,1;0;0,0;0;0,0;11;1,2;0;0,0;0;0,0;0;0,0;9;1,0;6;0,7;0;0,0;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;65;7,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B4D;01;B;4D;04;2;W;0;507;0,0;497;98,0;10;2,0;158;31,8;105;21,1;138;27,8;21;4,2;11;2,2;1;0,2;6;1,2;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;3;0,6;0;0,0;7;1,4;0;0,0;5;1,0;7;1,4;1;0,2;2;0,4;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;28;5,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B4E;01;B;4E;04;2;W;0;844;0,0;830;98,3;14;1,7;215;25,9;134;16,1;243;29,3;67;8,1;12;1,4;5;0,6;15;1,8;0;0,0;0;0,0;1;0,1;1;0,1;0;0,0;17;2,0;0;0,0;3;0,4;0;0,0;14;1,7;3;0,4;1;0,1;0;0,0;5;0,6;0;0,0;0;0,0;0;0,0;0;0,0;94;11,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B4F;01;B;4F;04;2;W;0;740;0,0;734;99,2;6;0,8;199;27,1;115;15,7;227;30,9;53;7,2;11;1,5;12;1,6;8;1,1;0;0,0;1;0,1;2;0,3;0;0,0;0;0,0;7;1,0;0;0,0;4;0,5;0;0,0;17;2,3;6;0,8;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;70;9,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B5A;01;B;5A;05;2;W;0;764;0,0;739;96,7;25;3,3;264;35,7;228;30,9;97;13,1;34;4,6;11;1,5;17;2,3;18;2,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;12;1,6;0;0,0;0;0,0;0;0,0;12;1,6;8;1,1;1;0,1;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;0;0,0;34;4,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B5B;01;B;5B;05;2;W;0;818;0,0;806;98,5;12;1,5;233;28,9;212;26,3;181;22,5;48;6,0;12;1,5;8;1,0;17;2,1;0;0,0;1;0,1;1;0,1;1;0,1;0;0,0;9;1,1;0;0,0;5;0,6;0;0,0;8;1,0;4;0,5;0;0,0;2;0,2;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;63;7,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B5C;01;B;5C;05;2;W;0;925;0,0;918;99,2;7;0,8;304;33,1;343;37,4;116;12,6;27;2,9;15;1,6;11;1,2;14;1,5;0;0,0;7;0,8;2;0,2;0;0,0;0;0,0;5;0,5;0;0,0;4;0,4;0;0,0;18;2,0;10;1,1;0;0,0;2;0,2;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;39;4,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B5D;01;B;5D;05;2;W;0;657;0,0;644;98,0;13;2,0;229;35,6;208;32,3;93;14,4;24;3,7;8;1,2;9;1,4;13;2,0;0;0,0;2;0,3;2;0,3;2;0,3;0;0,0;2;0,3;0;0,0;8;1,2;0;0,0;12;1,9;6;0,9;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;25;3,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B5E;01;B;5E;05;2;W;0;861;0,0;851;98,8;10;1,2;267;31,4;151;17,7;232;27,3;68;8,0;9;1,1;14;1,6;17;2,0;0;0,0;2;0,2;0;0,0;1;0,1;0;0,0;8;0,9;0;0,0;9;1,1;0;0,0;4;0,5;9;1,1;1;0,1;1;0,1;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;56;6,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B6A;01;B;6A;06;2;W;0;531;0,0;527;99,2;4;0,8;162;30,7;117;22,2;107;20,3;46;8,7;10;1,9;10;1,9;15;2,8;0;0,0;1;0,2;6;1,1;0;0,0;0;0,0;4;0,8;0;0,0;2;0,4;0;0,0;10;1,9;5;0,9;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;29;5,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B6B;01;B;6B;06;2;W;0;521;0,0;507;97,3;14;2,7;144;28,4;109;21,5;109;21,5;42;8,3;7;1,4;11;2,2;10;2,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;11;2,2;0;0,0;4;0,8;0;0,0;9;1,8;5;1,0;1;0,2;1;0,2;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;40;7,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B6C;01;B;6C;06;2;W;0;651;0,0;640;98,3;11;1,7;188;29,4;130;20,3;168;26,3;36;5,6;5;0,8;13;2,0;11;1,7;0;0,0;2;0,3;2;0,3;1;0,2;0;0,0;6;0,9;0;0,0;7;1,1;0;0,0;1;0,2;3;0,5;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;66;10,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B6D;01;B;6D;06;2;W;0;478;0,0;467;97,7;11;2,3;151;32,3;93;19,9;104;22,3;43;9,2;4;0,9;12;2,6;4;0,9;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;7;1,5;0;0,0;4;0,9;0;0,0;9;1,9;3;0,6;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;29;6,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B6E;01;B;6E;06;2;W;0;650;0,0;634;97,5;16;2,5;191;30,1;117;18,5;143;22,6;36;5,7;11;1,7;9;1,4;14;2,2;0;0,0;1;0,2;1;0,2;1;0,2;0;0,0;18;2,8;0;0,0;9;1,4;0;0,0;14;2,2;6;0,9;1;0,2;3;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;59;9,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01B6F;01;B;6F;06;2;W;0;715;0,0;704;98,5;11;1,5;213;30,3;185;26,3;155;22,0;43;6,1;10;1,4;6;0,9;12;1,7;0;0,0;0;0,0;0;0,0;3;0,4;0;0,0;5;0,7;0;0,0;8;1,1;0;0,0;11;1,6;11;1,6;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;40;5,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W100;01;W;100;01;2;O;1110;468;42,2;463;98,9;5;1,1;128;27,6;72;15,6;112;24,2;61;13,2;19;4,1;7;1,5;2;0,4;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;8;1,7;0;0,0;2;0,4;0;0,0;1;0,2;5;1,1;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;42;9,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W101;01;W;101;01;2;O;1135;418;36,8;415;99,3;3;0,7;123;29,6;96;23,1;78;18,8;43;10,4;14;3,4;6;1,4;7;1,7;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;3;0,7;3;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;39;9,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W102;01;W;102;01;2;O;931;416;44,7;408;98,3;7;1,7;106;26,0;48;11,8;114;27,9;41;10,0;15;3,7;1;0,2;6;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;13;3,2;0;0,0;1;0,2;0;0,0;3;0,7;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;58;14,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W103;01;W;103;01;2;O;1315;548;41,7;542;98,9;6;1,1;154;28,4;137;25,3;120;22,1;48;8,9;24;4,4;4;0,7;5;0,9;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;7;1,3;0;0,0;0;0,0;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;39;7,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W104;01;W;104;01;2;W;1077;359;33,3;351;97,8;8;2,2;110;31,3;65;18,5;76;21,7;17;4,8;6;1,7;6;1,7;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;8;2,3;0;0,0;15;4,3;0;0,0;5;1,4;4;1,1;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;36;10,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W105;01;W;105;01;2;O;1143;487;42,6;482;99,0;5;1,0;130;27,0;60;12,4;128;26,6;60;12,4;12;2,5;7;1,5;1;0,2;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;9;1,9;0;0,0;1;0,2;0;0,0;5;1,0;3;0,6;0;0,0;4;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;60;12,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W106;01;W;106;01;2;O;1151;508;44,1;502;98,8;6;1,2;151;30,1;92;18,3;130;25,9;41;8,2;20;4,0;1;0,2;4;0,8;0;0,0;0;0,0;1;0,2;2;0,4;0;0,0;7;1,4;0;0,0;1;0,2;0;0,0;4;0,8;6;1,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;41;8,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W107;01;W;107;01;2;O;960;494;51,5;489;99,0;5;1,0;118;24,1;57;11,7;194;39,7;42;8,6;8;1,6;3;0,6;3;0,6;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;10;2,0;0;0,0;0;0,0;0;0,0;2;0,4;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;48;9,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W108;01;W;108;01;2;O;1069;531;49,7;525;98,9;6;1,1;132;25,1;77;14,7;174;33,1;59;11,2;17;3,2;1;0,2;5;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;1;0,2;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;53;10,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W109;01;W;109;01;2;O;658;304;46,2;303;99,7;1;0,3;75;24,8;27;8,9;108;35,6;32;10,6;0;0,0;3;1,0;3;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;2,0;0;0,0;0;0,0;0;0,0;0;0,0;4;1,3;0;0,0;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;43;14,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W110;01;W;110;01;2;O;1225;617;50,4;607;98,4;10;1,6;148;24,4;83;13,7;215;35,4;50;8,2;8;1,3;9;1,5;3;0,5;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;9;1,5;0;0,0;4;0,7;0;0,0;2;0,3;5;0,8;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;68;11,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
01W111;01;W;111;01;2;O;1457;745;51,1;739;99,2;6;0,8;173;23,4;111;15,0;247;33,4;68;9,2;22;3,0;6;0,8;7;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;17;2,3;0;0,0;1;0,1;0;0,0;3;0,4;5;0,7;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;78;10,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
