Adresse;Bezirk;WBezArt;Wahlbezirk;AghWkr;StimmArt;OstWest;WberIns;Waehler;Waehlerp;Gueltig;Gueltigp;Unguelt;Ungueltp;P01;P01p;P02;P02p;P03;P03p;P04;P04p;P05;P05p;P06;P06p;P07;P07p;P08;P08p;P09;P09p;P10;P10p;P11;P11p;P12;P12p;P13;P13p;P14;P14p;P15;P15p;P16;P16p;P17;P17p;P18;P18p;P19;P19p;P20;P20p;P21;P21p;P22;P22p;P23;P23p;P24;P24p;P25;P25p;P26;P26p;P27;P27p;P28;P28p;P29;P29p;P30;P30p;P31;P31p;P32;P32p;P33;P33p;P34;P34p;P35;P35p;P36;P36p;P37;P37p;P38;P38p;P39;P39p;P40;P40p;P41;P41p;P42;P42p
02W502;02;W;502;05;2;O;1864;882;47,3;873;99,0;9;1,0;209;23,9;55;6,3;219;25,1;101;11,6;6;0,7;10;1,1;16;1,8;3;0,3;0;0,0;1;0,1;4;0,5;0;0,0;34;3,9;7;0,8;0;0,0;0;0,0;4;0,5;6;0,7;2;0,2;5;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;191;21,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W503;02;W;503;05;2;O;1996;970;48,6;961;99,1;9;0,9;204;21,2;83;8,6;227;23,6;129;13,4;8;0,8;8;0,8;14;1,5;10;1,0;2;0,2;1;0,1;4;0,4;0;0,0;37;3,9;14;1,5;0;0,0;0;0,0;5;0,5;1;0,1;1;0,1;5;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;208;21,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W504;02;W;504;05;2;O;1893;910;48,1;892;98,0;18;2,0;196;22,0;73;8,2;189;21,2;139;15,6;13;1,5;24;2,7;12;1,3;5;0,6;0;0,0;1;0,1;4;0,4;0;0,0;21;2,4;8;0,9;1;0,1;0;0,0;7;0,8;5;0,6;2;0,2;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;189;21,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W505;02;W;505;05;2;O;1322;631;47,7;628;99,5;3;0,5;158;25,2;33;5,3;194;30,9;74;11,8;6;1,0;7;1,1;9;1,4;1;0,2;0;0,0;1;0,2;1;0,2;0;0,0;9;1,4;7;1,1;0;0,0;0;0,0;1;0,2;5;0,8;1;0,2;2;0,3;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;117;18,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W506;02;W;506;05;2;O;1655;805;48,6;799;99,3;6;0,7;189;23,7;55;6,9;198;24,8;98;12,3;5;0,6;4;0,5;9;1,1;8;1,0;2;0,3;0;0,0;5;0,6;0;0,0;24;3,0;16;2,0;0;0,0;0;0,0;2;0,3;5;0,6;0;0,0;5;0,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;173;21,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W507;02;W;507;05;2;O;1757;812;46,2;801;98,8;10;1,2;196;24,5;52;6,5;211;26,3;110;13,7;5;0,6;3;0,4;10;1,2;4;0,5;0;0,0;1;0,1;1;0,1;0;0,0;22;2,7;8;1,0;0;0,0;0;0,0;3;0,4;3;0,4;1;0,1;4;0,5;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;165;20,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W508;02;W;508;05;2;O;1486;702;47,2;693;98,7;9;1,3;163;23,5;53;7,6;171;24,7;89;12,8;5;0,7;3;0,4;8;1,2;4;0,6;1;0,1;0;0,0;2;0,3;0;0,0;18;2,6;10;1,4;3;0,4;0;0,0;4;0,6;2;0,3;0;0,0;4;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;153;22,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W509;02;W;509;05;2;O;1749;768;43,9;756;98,4;12;1,6;182;24,1;51;6,7;163;21,6;123;16,3;4;0,5;7;0,9;8;1,1;3;0,4;0;0,0;1;0,1;1;0,1;0;0,0;30;4,0;11;1,5;2;0,3;0;0,0;4;0,5;6;0,8;1;0,1;3;0,4;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;155;20,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W510;02;W;510;05;2;O;1843;868;47,1;853;98,3;15;1,7;180;21,1;75;8,8;223;26,1;96;11,3;7;0,8;11;1,3;11;1,3;3;0,4;2;0,2;0;0,0;1;0,1;0;0,0;30;3,5;10;1,2;2;0,2;0;0,0;0;0,0;4;0,5;0;0,0;8;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;190;22,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W511;02;W;511;05;2;O;2231;1112;49,8;1100;98,9;12;1,1;252;22,9;80;7,3;306;27,8;129;11,7;18;1,6;12;1,1;15;1,4;5;0,5;1;0,1;1;0,1;3;0,3;0;0,0;33;3,0;11;1,0;5;0,5;0;0,0;1;0,1;0;0,0;0;0,0;4;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;224;20,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W512;02;W;512;05;2;O;1907;891;46,7;875;98,4;14;1,6;150;17,1;35;4,0;281;32,1;98;11,2;7;0,8;4;0,5;12;1,4;6;0,7;0;0,0;0;0,0;4;0,5;0;0,0;26;3,0;11;1,3;0;0,0;0;0,0;4;0,5;5;0,6;0;0,0;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;229;26,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W513;02;W;513;05;2;O;1928;929;48,2;906;98,5;14;1,5;208;23,0;57;6,3;212;23,4;135;14,9;15;1,7;8;0,9;12;1,3;7;0,8;0;0,0;2;0,2;1;0,1;0;0,0;27;3,0;9;1,0;1;0,1;0;0,0;6;0,7;3;0,3;1;0,1;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;199;22,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W514;02;W;514;05;2;O;1847;877;47,5;867;98,5;13;1,5;204;23,5;53;6,1;195;22,5;130;15,0;9;1,0;12;1,4;14;1,6;2;0,2;1;0,1;0;0,0;4;0,5;0;0,0;29;3,3;14;1,6;1;0,1;0;0,0;6;0,7;1;0,1;1;0,1;1;0,1;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;189;21,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W515;02;W;515;05;2;O;2073;1003;48,4;990;99,0;10;1,0;226;22,8;54;5,5;244;24,6;144;14,5;10;1,0;8;0,8;20;2,0;2;0,2;1;0,1;0;0,0;3;0,3;0;0,0;24;2,4;13;1,3;2;0,2;0;0,0;3;0,3;5;0,5;2;0,2;8;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;221;22,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W516;02;W;516;05;2;O;1870;893;47,8;878;98,3;15;1,7;189;21,5;50;5,7;220;25,1;120;13,7;10;1,1;13;1,5;17;1,9;8;0,9;1;0,1;1;0,1;3;0,3;0;0,0;30;3,4;11;1,3;2;0,2;0;0,0;5;0,6;4;0,5;2;0,2;5;0,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;186;21,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W601;02;W;601;06;2;O;2003;1007;50,3;996;98,9;11;1,1;294;29,5;111;11,1;123;12,3;253;25,4;4;0,4;24;2,4;23;2,3;3;0,3;1;0,1;3;0,3;3;0,3;0;0,0;8;0,8;5;0,5;0;0,0;0;0,0;7;0,7;5;0,5;3;0,3;5;0,5;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;119;11,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W602;02;W;602;06;2;O;2022;1020;50,4;1004;99,1;9;0,9;233;23,2;81;8,1;184;18,3;212;21,1;5;0,5;18;1,8;12;1,2;1;0,1;0;0,0;1;0,1;3;0,3;0;0,0;27;2,7;4;0,4;0;0,0;0;0,0;6;0,6;9;0,9;0;0,0;5;0,5;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;202;20,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W603;02;W;603;06;2;O;2153;1079;50,1;1071;99,3;8;0,7;272;25,4;97;9,1;290;27,1;138;12,9;12;1,1;10;0,9;8;0,7;0;0,0;0;0,0;2;0,2;3;0,3;0;0,0;30;2,8;7;0,7;2;0,2;0;0,0;6;0,6;7;0,7;0;0,0;4;0,4;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;182;17,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W604;02;W;604;06;2;O;2314;1048;45,3;1039;99,1;9;0,9;234;22,5;70;6,7;315;30,3;101;9,7;9;0,9;5;0,5;11;1,1;3;0,3;0;0,0;2;0,2;1;0,1;0;0,0;26;2,5;7;0,7;2;0,2;0;0,0;6;0,6;8;0,8;1;0,1;8;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;230;22,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W605;02;W;605;06;2;O;2207;1016;46,0;1000;98,5;15;1,5;207;20,7;64;6,4;308;30,8;93;9,3;17;1,7;5;0,5;9;0,9;7;0,7;1;0,1;2;0,2;4;0,4;0;0,0;33;3,3;20;2,0;2;0,2;0;0,0;2;0,2;4;0,4;1;0,1;6;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;215;21,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W606;02;W;606;06;2;O;2023;924;45,7;914;99,3;6;0,7;191;20,9;42;4,6;301;32,9;80;8,8;13;1,4;7;0,8;12;1,3;3;0,3;0;0,0;2;0,2;5;0,5;0;0,0;24;2,6;7;0,8;1;0,1;0;0,0;4;0,4;8;0,9;1;0,1;8;0,9;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;204;22,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W607;02;W;607;06;2;O;2028;1006;49,6;992;98,7;13;1,3;216;21,8;57;5,7;342;34,5;113;11,4;10;1,0;11;1,1;17;1,7;12;1,2;2;0,2;2;0,2;3;0,3;0;0,0;23;2,3;9;0,9;0;0,0;0;0,0;8;0,8;6;0,6;2;0,2;5;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;154;15,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W608;02;W;608;06;2;O;2008;962;47,9;942;97,9;20;2,1;192;20,4;49;5,2;299;31,7;115;12,2;4;0,4;5;0,5;18;1,9;6;0,6;1;0,1;0;0,0;6;0,6;0;0,0;25;2,7;15;1,6;3;0,3;0;0,0;1;0,1;4;0,4;0;0,0;5;0,5;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;193;20,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W609;02;W;609;06;2;O;1722;833;48,4;813;97,7;19;2,3;194;23,9;53;6,5;167;20,5;111;13,7;10;1,2;11;1,4;13;1,6;10;1,2;0;0,0;0;0,0;3;0,4;0;0,0;24;3,0;9;1,1;0;0,0;0;0,0;8;1,0;7;0,9;2;0,2;2;0,2;4;0,5;0;0,0;0;0,0;0;0,0;0;0,0;185;22,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W610;02;W;610;06;2;O;2109;1020;48,4;1014;99,6;4;0,4;214;21,1;68;6,7;333;32,8;93;9,2;6;0,6;6;0,6;12;1,2;5;0,5;0;0,0;2;0,2;3;0,3;0;0,0;24;2,4;14;1,4;1;0,1;0;0,0;2;0,2;0;0,0;2;0,2;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;226;22,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W611;02;W;611;06;2;O;2047;1055;51,5;1034;98,4;17;1,6;263;25,4;69;6,7;245;23,7;168;16,2;5;0,5;23;2,2;16;1,5;3;0,3;1;0,1;2;0,2;3;0,3;0;0,0;26;2,5;10;1,0;0;0,0;0;0,0;5;0,5;5;0,5;2;0,2;6;0,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;181;17,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W612;02;W;612;06;2;O;1447;681;47,1;673;98,8;8;1,2;166;24,7;42;6,2;171;25,4;83;12,3;4;0,6;15;2,2;6;0,9;7;1,0;1;0,1;2;0,3;4;0,6;0;0,0;15;2,2;10;1,5;0;0,0;0;0,0;5;0,7;2;0,3;1;0,1;4;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;135;20,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W613;02;W;613;06;2;O;1915;822;42,9;807;98,2;15;1,8;223;27,6;56;6,9;140;17,3;123;15,2;3;0,4;35;4,3;18;2,2;3;0,4;0;0,0;0;0,0;4;0,5;0;0,0;23;2,9;6;0,7;1;0,1;0;0,0;6;0,7;6;0,7;1;0,1;3;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;156;19,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W614;02;W;614;06;2;O;1469;630;42,9;619;98,3;11;1,7;155;25,0;26;4,2;152;24,6;93;15,0;9;1,5;9;1,5;11;1,8;2;0,3;0;0,0;0;0,0;2;0,3;0;0,0;21;3,4;2;0,3;4;0,6;0;0,0;1;0,2;3;0,5;0;0,0;2;0,3;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;126;20,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W615;02;W;615;06;2;O;870;477;54,8;471;98,7;6;1,3;104;22,1;71;15,1;143;30,4;52;11,0;7;1,5;4;0,8;5;1,1;1;0,2;0;0,0;0;0,0;2;0,4;0;0,0;6;1,3;1;0,2;1;0,2;0;0,0;3;0,6;2;0,4;0;0,0;4;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;65;13,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
02W616;02;W;616;06;2;O;1241;620;50,0;615;99,2;5;0,8;185;30,1;117;19,0;115;18,7;87;14,1;12;2,0;5;0,8;4;0,7;2;0,3;2;0,3;0;0,0;1;0,2;0;0,0;5;0,8;1;0,2;0;0,0;0;0,0;6;1,0;5;0,8;1;0,2;4;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;63;10,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B1A;03;B;1A;01;2;O;0;846;0,0;836;98,9;9;1,1;260;31,1;140;16,7;83;9,9;260;31,1;9;1,1;15;1,8;8;1,0;0;0,0;0;0,0;2;0,2;0;0,0;0;0,0;2;0,2;0;0,0;0;0,0;0;0,0;18;2,2;5;0,6;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;27;3,2;4;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B1B;03;B;1B;01;2;O;0;542;0,0;536;98,9;6;1,1;179;33,4;67;12,5;28;5,2;171;31,9;5;0,9;15;2,8;8;1,5;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;15;2,8;3;0,6;1;0,2;10;1,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;17;3,2;15;2,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B1C;03;B;1C;01;2;O;0;560;0,0;555;99,5;3;0,5;170;30,6;99;17,8;52;9,4;109;19,6;18;3,2;13;2,3;17;3,1;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;4;0,7;0;0,0;2;0,4;0;0,0;13;2,3;11;2,0;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;35;6,3;8;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B1D;03;B;1D;01;2;O;0;934;0,0;912;99,5;5;0,5;254;27,9;216;23,7;88;9,6;219;24,0;14;1,5;15;1,6;18;2,0;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;6;0,7;0;0,0;0;0,0;0;0,0;13;1,4;10;1,1;0;0,0;0;0,0;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;51;5,6;5;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B1E;03;B;1E;01;2;O;0;738;0,0;728;98,9;8;1,1;233;32,0;181;24,9;89;12,2;129;17,7;9;1,2;12;1,6;9;1,2;0;0,0;1;0,1;1;0,1;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;11;1,5;9;1,2;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;35;4,8;5;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B1F;03;B;1F;01;2;O;0;837;0,0;824;98,4;13;1,6;228;27,7;215;26,1;79;9,6;151;18,3;10;1,2;23;2,8;22;2,7;0;0,0;2;0,2;1;0,1;1;0,1;0;0,0;8;1,0;0;0,0;0;0,0;0;0,0;9;1,1;24;2,9;3;0,4;2;0,2;4;0,5;0;0,0;0;0,0;0;0,0;0;0,0;31;3,8;11;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B2A;03;B;2A;02;2;O;0;326;0,0;315;96,9;10;3,1;100;31,7;67;21,3;23;7,3;77;24,4;9;2,9;6;1,9;8;2,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;1;0,3;0;0,0;2;0,6;7;2,2;1;0,3;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;10;3,2;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B2B;03;B;2B;02;2;O;0;838;0,0;829;98,9;9;1,1;272;32,8;220;26,5;77;9,3;131;15,8;14;1,7;15;1,8;12;1,4;0;0,0;1;0,1;1;0,1;2;0,2;0;0,0;4;0,5;0;0,0;1;0,1;0;0,0;19;2,3;22;2,7;0;0,0;5;0,6;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;27;3,3;4;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B2C;03;B;2C;02;2;O;0;968;0,0;940;98,3;16;1,7;287;30,5;218;23,2;111;11,8;205;21,8;9;1,0;24;2,6;10;1,1;0;0,0;0;0,0;2;0,2;1;0,1;0;0,0;6;0,6;0;0,0;0;0,0;0;0,0;12;1,3;15;1,6;3;0,3;1;0,1;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;31;3,3;4;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B2D;03;B;2D;02;2;O;0;1143;0,0;1112;98,4;18;1,6;288;25,9;255;22,9;185;16,6;200;18,0;22;2,0;17;1,5;15;1,3;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;4;0,4;0;0,0;0;0,0;0;0,0;24;2,2;20;1,8;0;0,0;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;73;6,6;5;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B2E;03;B;2E;02;2;O;0;941;0,0;930;98,8;11;1,2;259;27,8;210;22,6;152;16,3;176;18,9;19;2,0;6;0,6;9;1,0;0;0,0;0;0,0;0;0,0;3;0,3;0;0,0;4;0,4;0;0,0;0;0,0;0;0,0;12;1,3;14;1,5;1;0,1;5;0,5;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;53;5,7;6;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B2F;03;B;2F;02;2;O;0;809;0,0;807;99,8;2;0,2;267;33,1;144;17,8;122;15,1;140;17,3;12;1,5;14;1,7;17;2,1;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;2;0,2;0;0,0;0;0,0;0;0,0;17;2,1;7;0,9;0;0,0;10;1,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;48;5,9;6;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B3A;03;B;3A;03;2;O;0;962;0,0;950;99,2;8;0,8;301;31,7;175;18,4;78;8,2;259;27,3;15;1,6;22;2,3;10;1,1;0;0,0;1;0,1;2;0,2;0;0,0;0;0,0;4;0,4;0;0,0;0;0,0;0;0,0;16;1,7;18;1,9;1;0,1;5;0,5;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;33;3,5;9;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B3B;03;B;3B;03;2;O;0;974;0,0;956;98,7;13;1,3;350;36,6;162;16,9;99;10,4;236;24,7;14;1,5;15;1,6;9;0,9;0;0,0;2;0,2;2;0,2;1;0,1;0;0,0;7;0,7;0;0,0;0;0,0;0;0,0;7;0,7;11;1,2;1;0,1;2;0,2;3;0,3;0;0,0;0;0,0;0;0,0;0;0,0;34;3,6;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B3C;03;B;3C;03;2;O;0;806;0,0;793;98,6;11;1,4;231;29,1;107;13,5;119;15,0;220;27,7;4;0,5;11;1,4;15;1,9;0;0,0;3;0,4;2;0,3;0;0,0;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;8;1,0;15;1,9;0;0,0;5;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;42;5,3;8;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
03B3D;03;B;3D;03;2;O;0;940;0,0;927;98,6;13;1,4;293;31,6;101;10,9;204;22,0;213;23,0;13;1,4;7;0,8;6;0,6;0;0,0;2;0,2;3;0,3;0;0,0;0;0,0;10;1,1;0;0,0;0;0,0;0;0,0;5;0,5;6;0,6;1;0,1;4;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;57;6,1;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
